,Release Date,Season,Episode,Episode Title,Name,Sentence,House,Sentences_Clean,Num_Words,Tokenized_Sentence,Tokenized_No_Stop,Stemmed_Sentence,Stemmed_Sentence_Non_Token,Sentiment,Sentiment_Compound_Score
5783,5/13/2012,Season 2,Episode 7,A Man Without Honor,cersei lannister,"Your mother might have prepared you. You flowered, my dear. No more.",House Lannister, your mother might have prepared you you flowered my dear no more,12,"['your', 'mother', 'might', 'have', 'prepared', 'you', 'you', 'flowered', 'my', 'dear', 'no', 'more']","['mother', 'might', 'prepared', 'flowered', 'dear']","['mother', 'might', 'prepared', 'flowered', 'dear']", mother might prepared flowered dear,"{'neg': 0.0, 'neu': 0.4, 'pos': 0.6, 'compound': 0.5423}",0.5423
6476,5/27/2012,Season 2,Episode 9,Blackwater,tyrion lannister,"I chopped wood once. No, I watched my brother chopping wood.",House Lannister, i chopped wood once no i watched my brother chopping wood,11,"['i', 'chopped', 'wood', 'once', 'no', 'i', 'watched', 'my', 'brother', 'chopping', 'wood']","['chopped', 'wood', 'watched', 'brother', 'chopping', 'wood']","['chopped', 'wood', 'watched', 'brother', 'chopping', 'wood']", chopped wood watched brother chopping wood,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3491,4/1/2012,Season 2,Episode 1,The North Remembers,catelyn stark,It's time for me to go home. I haven't seen Bran or Rickon in months.,House Stark, it is time for me to go home i have not seen bran or rickon in months,17,"['it', 'is', 'time', 'for', 'me', 'to', 'go', 'home', 'i', 'have', 'not', 'seen', 'bran', 'or', 'rickon', 'in', 'months']","['time', 'go', 'home', 'seen', 'bran', 'rickon', 'months']","['time', 'go', 'home', 'seen', 'bran', 'rickon', 'month']", time go home seen bran rickon month,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5926,5/13/2012,Season 2,Episode 7,A Man Without Honor,tyrion lannister,It's hard to put a leash on a dog once you've put a crown on its head.,House Lannister, it is hard to put a leash on a dog once you have put a crown on its head,19,"['it', 'is', 'hard', 'to', 'put', 'a', 'leash', 'on', 'a', 'dog', 'once', 'you', 'have', 'put', 'a', 'crown', 'on', 'its', 'head']","['hard', 'put', 'leash', 'dog', 'put', 'crown', 'head']","['hard', 'put', 'leash', 'dog', 'put', 'crown', 'head']", hard put leash dog put crown head,"{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.1027}",-0.1027
4590,4/22/2012,Season 2,Episode 4,Garden of Bones,tywin lannister,What's this?,House Lannister, what is this,3,"['what', 'is', 'this']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
5855,5/13/2012,Season 2,Episode 7,A Man Without Honor,jorah mormont,Never.,House Mormont, never,1,['never'],['never'],['never'], never,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6725,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,"Yes, my love. In the Kingswood, there lived a mother and her cub. She loved him very much. But there were other things that lived in the woods. Evil things.",House Lannister, yes my love in the kingswood there lived a mother and her cub she loved him very much but there were other things that lived in the woods evil things,30,"['yes', 'my', 'love', 'in', 'the', 'kingswood', 'there', 'lived', 'a', 'mother', 'and', 'her', 'cub', 'she', 'loved', 'him', 'very', 'much', 'but', 'there', 'were', 'other', 'things', 'that', 'lived', 'in', 'the', 'woods', 'evil', 'things']","['yes', 'love', 'kingswood', 'lived', 'mother', 'cub', 'loved', 'much', 'things', 'lived', 'woods', 'evil', 'things']","['yes', 'love', 'kingswood', 'lived', 'mother', 'cub', 'loved', 'much', 'thing', 'lived', 'wood', 'evil', 'thing']", yes love kingswood lived mother cub loved much thing lived wood evil thing,"{'neg': 0.182, 'neu': 0.372, 'pos': 0.446, 'compound': 0.7506}",0.7506
5602,5/13/2012,Season 2,Episode 7,A Man Without Honor,jon snow,"Invade your lands? Wildlings raid our lands all the time. Some of them tried to kill my little brother, a crippled boy!",House Stark, invade your lands wildlings raid our lands all the time some of them tried to kill my little brother a crippled boy,22,"['invade', 'your', 'lands', 'wildlings', 'raid', 'our', 'lands', 'all', 'the', 'time', 'some', 'of', 'them', 'tried', 'to', 'kill', 'my', 'little', 'brother', 'a', 'crippled', 'boy']","['invade', 'lands', 'wildlings', 'raid', 'lands', 'time', 'tried', 'kill', 'little', 'brother', 'crippled', 'boy']","['invade', 'land', 'wildlings', 'raid', 'land', 'time', 'tried', 'kill', 'little', 'brother', 'crippled', 'boy']", invade land wildlings raid land time tried kill little brother crippled boy,"{'neg': 0.299, 'neu': 0.701, 'pos': 0.0, 'compound': -0.6908}",-0.6908
4729,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,tyrion lannister,"And I say Father raised you to have too much respect for money. Stannis Baratheon is coming for us, sooner rather than later.",House Lannister, and i say father raised you to have too much respect for money stannis baratheon is coming for us sooner rather than later,23,"['and', 'i', 'say', 'father', 'raised', 'you', 'to', 'have', 'too', 'much', 'respect', 'for', 'money', 'stannis', 'baratheon', 'is', 'coming', 'for', 'us', 'sooner', 'rather', 'than', 'later']","['say', 'father', 'raised', 'much', 'respect', 'money', 'stannis', 'baratheon', 'coming', 'us', 'sooner', 'rather', 'later']","['say', 'father', 'raised', 'much', 'respect', 'money', 'stannis', 'baratheon', 'coming', 'u', 'sooner', 'rather', 'later']", say father raised much respect money stannis baratheon coming u sooner rather later,"{'neg': 0.0, 'neu': 0.78, 'pos': 0.22, 'compound': 0.4767}",0.4767
5790,5/13/2012,Season 2,Episode 7,A Man Without Honor,cersei lannister,"A prospect that once delighted you, bringing little princes and princesses into the world, the greatest honor for a queen.",House Lannister, a prospect that once delighted you bringing little princes and princesses into the world the greatest honor for a queen,20,"['a', 'prospect', 'that', 'once', 'delighted', 'you', 'bringing', 'little', 'princes', 'and', 'princesses', 'into', 'the', 'world', 'the', 'greatest', 'honor', 'for', 'a', 'queen']","['prospect', 'delighted', 'bringing', 'little', 'princes', 'princesses', 'world', 'greatest', 'honor', 'queen']","['prospect', 'delighted', 'bringing', 'little', 'prince', 'princess', 'world', 'greatest', 'honor', 'queen']", prospect delighted bringing little prince princess world greatest honor queen,"{'neg': 0.0, 'neu': 0.317, 'pos': 0.683, 'compound': 0.9169}",0.9169
4119,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,cersei lannister,Would you like that?,House Lannister, would you like that,4,"['would', 'you', 'like', 'that']","['would', 'like']","['would', 'like']", would like,"{'neg': 0.0, 'neu': 0.286, 'pos': 0.714, 'compound': 0.3612}",0.3612
5044,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jon snow,I've fought and killed a wight. How many rangers can say that?,House Stark, i have fought and killed a wight how many rangers can say that,13,"['i', 'have', 'fought', 'and', 'killed', 'a', 'wight', 'how', 'many', 'rangers', 'can', 'say', 'that']","['fought', 'killed', 'wight', 'many', 'rangers', 'say']","['fought', 'killed', 'wight', 'many', 'ranger', 'say']", fought killed wight many ranger say,"{'neg': 0.63, 'neu': 0.37, 'pos': 0.0, 'compound': -0.7783}",-0.7783
5067,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,And behind the door?,House Targaryen, and behind the door,4,"['and', 'behind', 'the', 'door']","['behind', 'door']","['behind', 'door']", behind door,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5080,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,jorah mormont,According to your new friend who earned your trust by cutting his hand?,House Mormont, according to your new friend who earned your trust by cutting his hand,13,"['according', 'to', 'your', 'new', 'friend', 'who', 'earned', 'your', 'trust', 'by', 'cutting', 'his', 'hand']","['according', 'new', 'friend', 'earned', 'trust', 'cutting', 'hand']","['according', 'new', 'friend', 'earned', 'trust', 'cutting', 'hand']", according new friend earned trust cutting hand,"{'neg': 0.106, 'neu': 0.211, 'pos': 0.683, 'compound': 0.8481}",0.8481
6219,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,tyrion lannister,Because he has thousands of spies in his employ. Because he knows everything we do before we do it.,House Lannister, because he has thousands of spies in his employ because he knows everything we do before we do it,19,"['because', 'he', 'has', 'thousands', 'of', 'spies', 'in', 'his', 'employ', 'because', 'he', 'knows', 'everything', 'we', 'do', 'before', 'we', 'do', 'it']","['thousands', 'spies', 'employ', 'knows', 'everything']","['thousand', 'spy', 'employ', 'know', 'everything']", thousand spy employ know everything,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4373,4/22/2012,Season 2,Episode 4,Garden of Bones,robb stark,I don't know.,House Stark, i do not know,4,"['i', 'do', 'not', 'know']",['know'],['know'], know,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6580,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,Even Joffrey?,House Lannister, even joffrey,2,"['even', 'joffrey']","['even', 'joffrey']","['even', 'joffrey']", even joffrey,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4949,4/29/2012,Season 2,Episode 5,The Ghost of Harrenhal,daenerys targaryen,What are they doing?,House Targaryen, what are they doing,4,"['what', 'are', 'they', 'doing']",[],[],,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0
5208,5/6/2012,Season 2,Episode 6,The Old Gods and the New,tywin lannister,This letter detailing our infantry movements was meant for Lord Damon of House Marbrand. It was sent to Lord Marlyn of House Dormand.,House Lannister, this letter detailing our infantry movements was meant for lord damon of house marbrand it was sent to lord marlyn of house dormand,23,"['this', 'letter', 'detailing', 'our', 'infantry', 'movements', 'was', 'meant', 'for', 'lord', 'damon', 'of', 'house', 'marbrand', 'it', 'was', 'sent', 'to', 'lord', 'marlyn', 'of', 'house', 'dormand']","['letter', 'detailing', 'infantry', 'movements', 'meant', 'lord', 'damon', 'house', 'marbrand', 'sent', 'lord', 'marlyn', 'house', 'dormand']","['letter', 'detailing', 'infantry', 'movement', 'meant', 'lord', 'damon', 'house', 'marbrand', 'sent', 'lord', 'marlyn', 'house', 'dormand']", letter detailing infantry movement meant lord damon house marbrand sent lord marlyn house dormand,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5588,5/13/2012,Season 2,Episode 7,A Man Without Honor,jon snow,Never. We swore an oath.,House Stark, never we swore an oath,5,"['never', 'we', 'swore', 'an', 'oath']","['never', 'swore', 'oath']","['never', 'swore', 'oath']", never swore oath,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
3471,4/1/2012,Season 2,Episode 1,The North Remembers,robb stark,"Oh, is he? You'll ride at daybreak, Ser Alton. That will be all for tonight.",House Stark, oh is he you will ride at daybreak ser alton that will be all for tonight,16,"['oh', 'is', 'he', 'you', 'will', 'ride', 'at', 'daybreak', 'ser', 'alton', 'that', 'will', 'be', 'all', 'for', 'tonight']","['oh', 'ride', 'daybreak', 'ser', 'alton', 'tonight']","['oh', 'ride', 'daybreak', 'ser', 'alton', 'tonight']", oh ride daybreak ser alton tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
5210,5/6/2012,Season 2,Episode 6,The Old Gods and the New,tywin lannister,"Girl, fetch me the History of the Greater and the Lesser Houses. It's the one on this-",House Lannister, girl fetch me the history of the greater and the lesser houses it is the one on this,18,"['girl', 'fetch', 'me', 'the', 'history', 'of', 'the', 'greater', 'and', 'the', 'lesser', 'houses', 'it', 'is', 'the', 'one', 'on', 'this']","['girl', 'fetch', 'history', 'greater', 'lesser', 'houses', 'one']","['girl', 'fetch', 'history', 'greater', 'lesser', 'house', 'one']", girl fetch history greater lesser house one,"{'neg': 0.0, 'neu': 0.706, 'pos': 0.294, 'compound': 0.3612}",0.3612
3636,4/8/2012,Season 2,Episode 2,The Night Lands,grand maester pycelle,A raven flew in this morning from Castle Black.,House Lannister, a raven flew in this morning from castle black,9,"['a', 'raven', 'flew', 'in', 'this', 'morning', 'from', 'castle', 'black']","['raven', 'flew', 'morning', 'castle', 'black']","['raven', 'flew', 'morning', 'castle', 'black']", raven flew morning castle black,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6639,5/27/2012,Season 2,Episode 9,Blackwater,cersei lannister,Bring him back to his chambers now.,House Lannister, bring him back to his chambers now,7,"['bring', 'him', 'back', 'to', 'his', 'chambers', 'now']","['bring', 'back', 'chambers']","['bring', 'back', 'chamber']", bring back chamber,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6026,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,robb stark,"He was the best man I ever met. I know children always think that about their fathers, but",House Stark, he was the best man i ever met i know children always think that about their fathers but,18,"['he', 'was', 'the', 'best', 'man', 'i', 'ever', 'met', 'i', 'know', 'children', 'always', 'think', 'that', 'about', 'their', 'fathers', 'but']","['best', 'man', 'ever', 'met', 'know', 'children', 'always', 'think', 'fathers']","['best', 'man', 'ever', 'met', 'know', 'child', 'always', 'think', 'father']", best man ever met know child always think father,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.6369
3616,4/8/2012,Season 2,Episode 2,The Night Lands,tyrion lannister,Men like Lord Varys and I can't let our disadvantages get the best of us. We'll make a fisherman of him yet. .,House Lannister, men like lord varys and i cannot let our disadvantages get the best of us we will make a fisherman of him yet ,23,"['men', 'like', 'lord', 'varys', 'and', 'i', 'cannot', 'let', 'our', 'disadvantages', 'get', 'the', 'best', 'of', 'us', 'we', 'will', 'make', 'a', 'fisherman', 'of', 'him', 'yet']","['men', 'like', 'lord', 'varys', 'cannot', 'let', 'disadvantages', 'get', 'best', 'us', 'make', 'fisherman', 'yet']","['men', 'like', 'lord', 'varys', 'cannot', 'let', 'disadvantage', 'get', 'best', 'u', 'make', 'fisherman', 'yet']", men like lord varys cannot let disadvantage get best u make fisherman yet,"{'neg': 0.0, 'neu': 0.499, 'pos': 0.501, 'compound': 0.8415}",0.8415
5249,5/6/2012,Season 2,Episode 6,The Old Gods and the New,tywin lannister,Hmm.,House Lannister, hmm,1,['hmm'],['hmm'],['hmm'], hmm,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
6056,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,jaime lannister,Damn.,House Lannister, damn,1,['damn'],['damn'],['damn'], damn,"{'neg': 1.0, 'neu': 0.0, 'pos': 0.0, 'compound': -0.4019}",-0.4019
5757,5/13/2012,Season 2,Episode 7,A Man Without Honor,daenerys targaryen,Find my dragons.,House Targaryen, find my dragons,3,"['find', 'my', 'dragons']","['find', 'dragons']","['find', 'dragon']", find dragon,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4258,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,grand maester pycelle,"All I did, I did for House Lannister. Always. Your lord father, ask him. I've always been his servant since the days of the Mad King.",House Lannister, all i did i did for house lannister always your lord father ask him i have always been his servant since the days of the mad king,27,"['all', 'i', 'did', 'i', 'did', 'for', 'house', 'lannister', 'always', 'your', 'lord', 'father', 'ask', 'him', 'i', 'have', 'always', 'been', 'his', 'servant', 'since', 'the', 'days', 'of', 'the', 'mad', 'king']","['house', 'lannister', 'always', 'lord', 'father', 'ask', 'always', 'servant', 'since', 'days', 'mad', 'king']","['house', 'lannister', 'always', 'lord', 'father', 'ask', 'always', 'servant', 'since', 'day', 'mad', 'king']", house lannister always lord father ask always servant since day mad king,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}",-0.4939
6296,5/20/2012,Season 2,Episode 8,The Prince of Winterfell,arya stark,We have to trust him.,House Stark, we have to trust him,5,"['we', 'have', 'to', 'trust', 'him']",['trust'],['trust'], trust,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5106}",0.5106
5416,5/6/2012,Season 2,Episode 6,The Old Gods and the New,arya stark,To take to the armory.,House Stark, to take to the armory,5,"['to', 'take', 'to', 'the', 'armory']","['take', 'armory']","['take', 'armory']", take armory,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
4041,4/15/2012,Season 2,Episode 3,What Is Dead May Never Die,catelyn stark,"I do not sit on my son's war councils. And if I did, I would not share his strategies with you.",House Stark, i do not sit on my sons war councils and if i did i would not share his strategies with you,21,"['i', 'do', 'not', 'sit', 'on', 'my', 'sons', 'war', 'councils', 'and', 'if', 'i', 'did', 'i', 'would', 'not', 'share', 'his', 'strategies', 'with', 'you']","['sit', 'sons', 'war', 'councils', 'would', 'share', 'strategies']","['sit', 'son', 'war', 'council', 'would', 'share', 'strategy']", sit son war council would share strategy,"{'neg': 0.351, 'neu': 0.45, 'pos': 0.198, 'compound': -0.4019}",-0.4019
